Entrada 1	     	Entrada 2	     	Entrada 3	     	Entrada 4	     	Coincidencias
        0	     	        0	     	    53557	     	    32005	     	     2455
        0	     	        0	     	    51764	     	    31500	     	     2312
        0	     	        0	     	    52260	     	    31764	     	     2368
        0	     	        0	     	    52320	     	    32168	     	     2393
        0	     	        0	     	    52519	     	    31086	     	     2459
        0	     	        0	     	    52690	     	    31656	     	     2387
        0	     	        0	     	    52703	     	    31936	     	     2514
        0	     	        0	     	    52645	     	    31583	     	     2454
        0	     	        0	     	    52934	     	    32980	     	     2516
        0	     	        0	     	    52921	     	    31032	     	     2506
        0	     	        0	     	    52318	     	    30665	     	     2403
        0	     	        0	     	    52692	     	    31219	     	     2401
        0	     	        0	     	    52601	     	    30800	     	     2423
        0	     	        0	     	    52918	     	    32488	     	     2448
        0	     	        0	     	    52474	     	    31684	     	     2379
        0	     	        0	     	    52095	     	    31624	     	     2430
        0	     	        0	     	    54226	     	    37306	     	     2478
        0	     	        0	     	    52326	     	    32206	     	     2316
        0	     	        0	     	    52025	     	    31858	     	     2334
        0	     	        0	     	    52803	     	    32067	     	     2413
