Entrada 1	     	Entrada 2	     	Entrada 3	     	Entrada 4	     	Coincidencias
        0	     	        0	     	    15879	     	    28205	     	     1875
        0	     	        0	     	    15186	     	    29155	     	     1949
        0	     	        0	     	    15365	     	    28463	     	     2005
        0	     	        0	     	    14633	     	    25401	     	     1942
        0	     	        0	     	    16779	     	    32111	     	     2011
        0	     	        0	     	    15611	     	    27492	     	     1962
        0	     	        0	     	    15123	     	    27978	     	     1994
        0	     	        0	     	    14977	     	    27868	     	     1864
        0	     	        0	     	    16268	     	    31064	     	     2025
        0	     	        0	     	    15709	     	    26848	     	     1873
        0	     	        0	     	    17940	     	    35177	     	     2002
        0	     	        0	     	    15339	     	    28693	     	     1961
        0	     	        0	     	    15843	     	    29038	     	     1978
        0	     	        0	     	    14946	     	    29433	     	     1896
        0	     	        0	     	    14780	     	    27739	     	     1950
        0	     	        0	     	    15732	     	    27920	     	     1909
        0	     	        0	     	    15235	     	    28486	     	     1955
        0	     	        0	     	    15309	     	    28377	     	     1894
        0	     	        0	     	    15859	     	    29795	     	     2036
        0	     	        0	     	    14699	     	    29299	     	     1875
        0	     	        0	     	    18086	     	    35189	     	     1914
        0	     	        0	     	    15459	     	    28690	     	     1903
        0	     	        0	     	    15041	     	    28988	     	     1960
        0	     	        0	     	    16065	     	    30249	     	     1834
        0	     	        0	     	    15261	     	    29535	     	     1893
        0	     	        0	     	    15983	     	    28699	     	     1982
        0	     	        0	     	    15960	     	    29117	     	     2045
        0	     	        0	     	    15325	     	    28603	     	     1861
        0	     	        0	     	    15711	     	    29179	     	     1953
        0	     	        0	     	    15170	     	    30003	     	     1888
        0	     	        0	     	    15203	     	    29910	     	     1894
        0	     	        0	     	    15842	     	    29897	     	     2055
        0	     	        0	     	    14660	     	    29051	     	     1917
        0	     	        0	     	    14953	     	    29278	     	     1896
        0	     	        0	     	    15575	     	    30298	     	     1935
        0	     	        0	     	    15164	     	    31183	     	     1930
        0	     	        0	     	    17572	     	    34373	     	     1944
        0	     	        0	     	    15368	     	    32283	     	     1904
        0	     	        0	     	    15825	     	    29722	     	     1973
        0	     	        0	     	    15768	     	    29661	     	     1873
        0	     	        0	     	    15849	     	    30219	     	     1828
        0	     	        0	     	    16318	     	    30333	     	     1989
        0	     	        0	     	    15584	     	    30026	     	     1958
        0	     	        0	     	    15990	     	    33176	     	     1885
        0	     	        0	     	    15455	     	    30728	     	     1987
        0	     	        0	     	    15801	     	    29480	     	     1923
        0	     	        0	     	    15593	     	    31355	     	     1881
        0	     	        0	     	    15601	     	    30472	     	     1988
        0	     	        0	     	    15553	     	    29878	     	     1883
        0	     	        0	     	    15751	     	    30827	     	     1898
        0	     	        0	     	    15607	     	    30930	     	     1926
        0	     	        0	     	    16069	     	    34099	     	     2066
        0	     	        0	     	    15441	     	    31083	     	     1938
        0	     	        0	     	    16046	     	    30135	     	     1960
        0	     	        0	     	    15834	     	    32232	     	     1860
        0	     	        0	     	    15905	     	    30976	     	     1921
        0	     	        0	     	    16572	     	    31091	     	     1961
        0	     	        0	     	    16012	     	    30856	     	     1944
        0	     	        0	     	    16870	     	    36040	     	     1907
        0	     	        0	     	    16306	     	    31494	     	     1973
        0	     	        0	     	    16810	     	    36730	     	     1972
        0	     	        0	     	    15796	     	    32226	     	     1960
        0	     	        0	     	    15553	     	    32299	     	     1945
        0	     	        0	     	    16159	     	    31130	     	     1868
        0	     	        0	     	    15723	     	    31816	     	     1937
        0	     	        0	     	    16898	     	    31439	     	     1935
        0	     	        0	     	    16658	     	    31758	     	     1977
        0	     	        0	     	    16416	     	    31697	     	     1944
        0	     	        0	     	    15666	     	    31795	     	     1891
        0	     	        0	     	    15743	     	    32261	     	     1904
        0	     	        0	     	    15138	     	    31201	     	     1939
        0	     	        0	     	    16756	     	    32667	     	     1907
        0	     	        0	     	    17405	     	    35802	     	     1924
        0	     	        0	     	    15699	     	    31961	     	     1922
        0	     	        0	     	    17589	     	    37093	     	     1920
        0	     	        0	     	    16270	     	    31561	     	     2021
        0	     	        0	     	    15809	     	    32534	     	     1945
        0	     	        0	     	    15718	     	    32875	     	     1963
        0	     	        0	     	    17620	     	    37583	     	     1983
        0	     	        0	     	    15890	     	    31285	     	     1911
        0	     	        0	     	    16448	     	    35450	     	     2033
        0	     	        0	     	    15818	     	    31912	     	     1883
        0	     	        0	     	    16488	     	    31061	     	     1913
        0	     	        0	     	    16727	     	    33021	     	     2002
        0	     	        0	     	    16043	     	    32594	     	     1975
        0	     	        0	     	    15891	     	    32033	     	     1944
        0	     	        0	     	    16419	     	    32707	     	     1990
        0	     	        0	     	    16864	     	    33494	     	     1954
        0	     	        0	     	    16305	     	    33581	     	     1958
        0	     	        0	     	    15815	     	    33398	     	     1961
        0	     	        0	     	    15999	     	    33530	     	     1958
        0	     	        0	     	    16162	     	    33353	     	     2016
        0	     	        0	     	    15787	     	    32827	     	     1975
        0	     	        0	     	    16128	     	    32071	     	     1861
        0	     	        0	     	    18189	     	    38084	     	     1946
        0	     	        0	     	    15309	     	    32511	     	     1968
        0	     	        0	     	    16327	     	    34018	     	     2005
        0	     	        0	     	    15806	     	    32624	     	     1968
        0	     	        0	     	    16579	     	    35750	     	     2022
        0	     	        0	     	    16411	     	    33243	     	     1948
