Entrada 1	     	Entrada 2	     	Entrada 3	     	Entrada 4	     	Coincidencias
        0	     	        0	     	    37225	     	    25670	     	     3119
        0	     	        0	     	    37028	     	    25265	     	     2980
        0	     	        0	     	    38131	     	    26118	     	     2973
        0	     	        0	     	    37379	     	    26590	     	     3043
        0	     	        0	     	    36926	     	    26632	     	     3038
        0	     	        0	     	    37008	     	    26695	     	     3070
        0	     	        0	     	    37073	     	    26062	     	     2945
        0	     	        0	     	    36819	     	    26080	     	     3015
        0	     	        0	     	    38922	     	    30864	     	     3107
        0	     	        0	     	    37090	     	    25587	     	     3057
        0	     	        0	     	    39709	     	    28999	     	     3126
        0	     	        0	     	    37801	     	    27862	     	     3166
        0	     	        0	     	    37234	     	    25326	     	     3137
        0	     	        0	     	    37305	     	    26357	     	     3131
        0	     	        0	     	    38655	     	    25065	     	     3004
        0	     	        0	     	    37239	     	    26308	     	     3105
        0	     	        0	     	    37746	     	    26333	     	     2989
        0	     	        0	     	    37661	     	    27042	     	     3116
        0	     	        0	     	    38225	     	    28323	     	     3065
        0	     	        0	     	    37230	     	    27247	     	     2994
        0	     	        0	     	    37830	     	    28551	     	     3198
        0	     	        0	     	    38424	     	    27235	     	     3154
        0	     	        0	     	    37247	     	    27957	     	     3111
        0	     	        0	     	    37051	     	    27363	     	     3060
        0	     	        0	     	    37903	     	    28096	     	     3074
        0	     	        0	     	    37611	     	    28377	     	     3077
        0	     	        0	     	    37860	     	    28378	     	     2958
        0	     	        0	     	    37621	     	    26801	     	     2985
        0	     	        0	     	    37909	     	    27871	     	     3248
        0	     	        0	     	    37216	     	    26877	     	     3080
        0	     	        0	     	    38190	     	    27551	     	     3104
        0	     	        0	     	    37818	     	    27168	     	     3166
        0	     	        0	     	    37215	     	    27618	     	     2985
        0	     	        0	     	    38137	     	    28615	     	     3022
        0	     	        0	     	    37881	     	    28860	     	     3092
        0	     	        0	     	    37357	     	    27529	     	     3128
        0	     	        0	     	    37978	     	    27362	     	     3075
        0	     	        0	     	    38307	     	    28318	     	     3127
        0	     	        0	     	    38069	     	    28241	     	     3013
        0	     	        0	     	    37917	     	    27352	     	     3113
        0	     	        0	     	    37907	     	    28912	     	     3124
        0	     	        0	     	    37425	     	    28189	     	     3040
        0	     	        0	     	    38920	     	    28063	     	     3104
        0	     	        0	     	    37945	     	    27902	     	     3099
        0	     	        0	     	    38408	     	    28535	     	     3037
        0	     	        0	     	    38485	     	    28262	     	     3049
        0	     	        0	     	    40717	     	    33548	     	     3092
        0	     	        0	     	    38328	     	    28780	     	     3158
        0	     	        0	     	    40945	     	    33653	     	     3172
        0	     	        0	     	    38394	     	    27019	     	     3174
        0	     	        0	     	    38198	     	    28833	     	     3099
        0	     	        0	     	    38569	     	    28494	     	     3139
        0	     	        0	     	    38342	     	    28933	     	     3167
        0	     	        0	     	    37889	     	    28730	     	     3041
        0	     	        0	     	    38051	     	    29371	     	     3040
        0	     	        0	     	    38670	     	    29418	     	     3080
        0	     	        0	     	    38509	     	    29160	     	     3115
        0	     	        0	     	    37757	     	    29264	     	     3088
        0	     	        0	     	    37284	     	    29417	     	     3060
        0	     	        0	     	    38836	     	    30309	     	     3046
        0	     	        0	     	    41342	     	    34468	     	     3148
        0	     	        0	     	    38615	     	    28790	     	     3080
        0	     	        0	     	    38290	     	    30556	     	     3095
        0	     	        0	     	    38841	     	    30328	     	     3109
        0	     	        0	     	    39300	     	    29465	     	     3066
        0	     	        0	     	    39185	     	    29303	     	     3132
        0	     	        0	     	    38956	     	    30553	     	     3108
        0	     	        0	     	    39106	     	    29700	     	     3233
        0	     	        0	     	    38544	     	    29736	     	     3056
        0	     	        0	     	    39050	     	    29618	     	     3062
        0	     	        0	     	    38265	     	    29869	     	     3169
        0	     	        0	     	    38312	     	    29986	     	     3116
        0	     	        0	     	    38876	     	    30566	     	     3186
        0	     	        0	     	    39006	     	    30531	     	     3087
        0	     	        0	     	    37998	     	    31239	     	     3196
        0	     	        0	     	    38590	     	    30611	     	     3175
        0	     	        0	     	    38821	     	    31573	     	     3049
        0	     	        0	     	    38079	     	    29783	     	     3041
        0	     	        0	     	    40936	     	    34843	     	     3317
        0	     	        0	     	    38591	     	    31038	     	     3088
        0	     	        0	     	    41981	     	    36522	     	     3044
        0	     	        0	     	    39469	     	    30512	     	     3119
        0	     	        0	     	    39212	     	    31020	     	     3149
        0	     	        0	     	    39952	     	    31737	     	     3100
        0	     	        0	     	    38531	     	    30898	     	     3071
        0	     	        0	     	    38740	     	    31489	     	     3098
        0	     	        0	     	    39043	     	    29898	     	     3180
        0	     	        0	     	    39610	     	    30556	     	     3024
        0	     	        0	     	    39438	     	    30749	     	     3126
        0	     	        0	     	    38051	     	    31482	     	     3099
        0	     	        0	     	    42523	     	    36287	     	     3139
        0	     	        0	     	    39163	     	    31333	     	     3218
        0	     	        0	     	    38763	     	    30804	     	     3175
        0	     	        0	     	    39142	     	    31584	     	     3077
        0	     	        0	     	    39537	     	    29767	     	     3141
        0	     	        0	     	    39154	     	    31815	     	     3138
        0	     	        0	     	    38874	     	    31829	     	     3070
        0	     	        0	     	    38763	     	    30643	     	     3165
        0	     	        0	     	    40115	     	    31365	     	     3188
        0	     	        0	     	    39589	     	    31174	     	     3184
