Entrada 1	     	Entrada 2	     	Entrada 3	     	Entrada 4	     	Coincidencias
        0	     	        0	     	    29675	     	    33423	     	     1311
        0	     	        0	     	    29638	     	    32503	     	     1286
        0	     	        0	     	    29410	     	    33888	     	     1274
        0	     	        0	     	    30084	     	    33991	     	     1265
        0	     	        0	     	    29630	     	    34981	     	     1218
        0	     	        0	     	    29502	     	    34274	     	     1349
        0	     	        0	     	    29767	     	    33549	     	     1228
        0	     	        0	     	    29569	     	    32506	     	     1243
        0	     	        0	     	    29057	     	    31855	     	     1283
        0	     	        0	     	    29425	     	    33384	     	     1235
        0	     	        0	     	    30003	     	    36449	     	     1293
        0	     	        0	     	    29341	     	    34058	     	     1278
        0	     	        0	     	    29474	     	    33952	     	     1260
        0	     	        0	     	    30050	     	    33981	     	     1277
        0	     	        0	     	    29560	     	    33115	     	     1303
        0	     	        0	     	    29129	     	    34103	     	     1240
        0	     	        0	     	    29665	     	    34087	     	     1292
        0	     	        0	     	    29643	     	    34626	     	     1263
        0	     	        0	     	    29794	     	    36404	     	     1271
        0	     	        0	     	    29455	     	    34311	     	     1264
        0	     	        0	     	    29853	     	    35135	     	     1290
        0	     	        0	     	    29496	     	    34447	     	     1263
        0	     	        0	     	    29534	     	    33925	     	     1202
        0	     	        0	     	    29383	     	    34257	     	     1188
        0	     	        0	     	    30479	     	    38737	     	     1298
        0	     	        0	     	    29190	     	    33465	     	     1207
        0	     	        0	     	    29558	     	    34163	     	     1231
        0	     	        0	     	    28660	     	    33287	     	     1261
        0	     	        0	     	    29655	     	    34017	     	     1318
        0	     	        0	     	    29227	     	    34386	     	     1191
        0	     	        0	     	    31115	     	    41525	     	     1295
        0	     	        0	     	    29246	     	    34573	     	     1271
        0	     	        0	     	    30286	     	    33543	     	     1265
        0	     	        0	     	    29223	     	    33248	     	     1253
        0	     	        0	     	    30988	     	    39167	     	     1306
        0	     	        0	     	    29879	     	    33738	     	     1290
        0	     	        0	     	    29011	     	    33738	     	     1228
        0	     	        0	     	    29914	     	    33285	     	     1279
        0	     	        0	     	    29242	     	    33342	     	     1238
        0	     	        0	     	    29496	     	    34499	     	     1213
        0	     	        0	     	    29813	     	    33318	     	     1249
        0	     	        0	     	    29908	     	    34216	     	     1292
        0	     	        0	     	    29640	     	    34341	     	     1187
        0	     	        0	     	    29567	     	    33102	     	     1261
        0	     	        0	     	    29404	     	    34259	     	     1256
        0	     	        0	     	    29422	     	    34402	     	     1297
        0	     	        0	     	    29467	     	    32536	     	     1324
        0	     	        0	     	    29219	     	    33511	     	     1289
        0	     	        0	     	    29117	     	    34688	     	     1257
        0	     	        0	     	    28842	     	    32381	     	     1243
        0	     	        0	     	    29402	     	    34960	     	     1239
        0	     	        0	     	    29757	     	    33463	     	     1227
        0	     	        0	     	    29003	     	    31285	     	     1203
        0	     	        0	     	    29386	     	    34075	     	     1267
        0	     	        0	     	    29394	     	    34455	     	     1228
        0	     	        0	     	    29426	     	    33705	     	     1271
        0	     	        0	     	    29423	     	    34121	     	     1228
        0	     	        0	     	    29184	     	    35041	     	     1265
        0	     	        0	     	    29890	     	    33699	     	     1278
        0	     	        0	     	    29721	     	    34517	     	     1234
        0	     	        0	     	    28736	     	    32802	     	     1207
        0	     	        0	     	    30486	     	    35489	     	     1279
        0	     	        0	     	    29314	     	    34222	     	     1215
        0	     	        0	     	    29334	     	    34888	     	     1334
        0	     	        0	     	    29354	     	    33925	     	     1297
        0	     	        0	     	    29356	     	    35320	     	     1242
        0	     	        0	     	    29577	     	    34203	     	     1336
        0	     	        0	     	    29722	     	    34295	     	     1233
        0	     	        0	     	    28835	     	    34078	     	     1259
        0	     	        0	     	    29890	     	    34614	     	     1369
        0	     	        0	     	    29490	     	    34588	     	     1303
        0	     	        0	     	    28650	     	    33518	     	     1223
        0	     	        0	     	    29521	     	    34371	     	     1257
        0	     	        0	     	    29237	     	    33879	     	     1285
        0	     	        0	     	    29539	     	    35996	     	     1291
        0	     	        0	     	    29101	     	    33812	     	     1231
        0	     	        0	     	    29314	     	    34927	     	     1192
        0	     	        0	     	    29480	     	    34901	     	     1228
        0	     	        0	     	    30490	     	    39346	     	     1283
        0	     	        0	     	    29170	     	    33374	     	     1240
        0	     	        0	     	    29469	     	    34634	     	     1238
        0	     	        0	     	    29617	     	    35579	     	     1272
        0	     	        0	     	    30246	     	    34817	     	     1315
        0	     	        0	     	    29756	     	    34779	     	     1255
        0	     	        0	     	    30457	     	    38541	     	     1286
        0	     	        0	     	    29638	     	    34303	     	     1284
        0	     	        0	     	    28961	     	    35022	     	     1268
        0	     	        0	     	    29371	     	    35051	     	     1247
        0	     	        0	     	    28887	     	    34371	     	     1244
        0	     	        0	     	    29374	     	    35793	     	     1306
        0	     	        0	     	    29330	     	    35218	     	     1232
        0	     	        0	     	    29455	     	    34679	     	     1248
        0	     	        0	     	    29854	     	    35486	     	     1230
        0	     	        0	     	    29717	     	    34658	     	     1280
        0	     	        0	     	    29562	     	    34464	     	     1235
        0	     	        0	     	    29947	     	    37966	     	     1274
        0	     	        0	     	    29332	     	    35404	     	     1242
        0	     	        0	     	    29441	     	    34703	     	     1294
        0	     	        0	     	    29912	     	    35621	     	     1302
        0	     	        0	     	    29089	     	    35610	     	     1271
        0	     	        0	     	    30605	     	    39991	     	     1278
        0	     	        0	     	    29917	     	    36095	     	     1292
        0	     	        0	     	    29554	     	    34374	     	     1235
        0	     	        0	     	    29896	     	    35824	     	     1309
        0	     	        0	     	    30082	     	    33414	     	     1287
        0	     	        0	     	    29379	     	    35303	     	     1268
        0	     	        0	     	    29245	     	    34678	     	     1274
        0	     	        0	     	    29335	     	    34669	     	     1243
        0	     	        0	     	    29594	     	    36934	     	     1254
